,Usia,Gender,Gaji,Jumlah Anak
2548,57,P,1-3jt,0
2549,29,P,5-10jt,2
2550,23,P,3-5jt,6
2551,58,L,3-5jt,3
2552,40,L,1-3jt,2
2553,27,L,1-3jt,3
2554,55,L,5-10jt,6
2555,21,P,5-10jt,5
2556,45,L,5-10jt,5
2557,54,L,5-10jt,5
2558,50,P,1-3jt,3
2559,39,P,5-10jt,2
2560,22,L,1-3jt,4
2561,44,P,3-5jt,6
2562,30,P,1-3jt,1
2563,46,P,1-3jt,1
2564,29,P,5-10jt,2
2565,38,P,3-5jt,3
2566,18,P,1-3jt,3
2567,19,P,1-3jt,1
2568,37,L,1-3jt,3
2569,33,P,5-10jt,3
2570,50,P,1-3jt,0
2571,26,P,1-3jt,0
2572,35,P,1-3jt,0
2573,25,P,3-5jt,1
2574,44,P,3-5jt,1
2575,24,P,3-5jt,5
2576,47,P,5-10jt,5
2577,18,P,3-5jt,2
2578,53,P,5-10jt,3
2579,45,L,5-10jt,4
2580,50,P,1-3jt,0
2581,31,L,1-3jt,6
2582,58,P,1-3jt,4
2583,51,L,1-3jt,1
2584,38,P,1-3jt,1
2585,59,L,3-5jt,3
2586,34,P,5-10jt,3
2587,48,P,5-10jt,4
2588,29,L,1-3jt,1
2589,42,P,5-10jt,5
2590,33,L,3-5jt,1
2591,32,P,5-10jt,2
2592,20,L,1-3jt,3
2593,37,L,1-3jt,4
2594,20,L,3-5jt,3
2595,23,P,1-3jt,5
2596,45,L,3-5jt,1
2597,30,P,1-3jt,2
2598,50,P,5-10jt,1
2599,52,L,1-3jt,3
2600,44,P,3-5jt,3
2601,59,P,1-3jt,2
2602,54,P,1-3jt,0
2603,22,P,1-3jt,3
2604,34,L,5-10jt,6
2605,54,L,3-5jt,5
2606,40,L,1-3jt,6
2607,49,P,1-3jt,0
2608,29,P,1-3jt,5
2609,20,P,5-10jt,5
2610,59,P,1-3jt,6
2611,52,L,5-10jt,4
2612,31,P,5-10jt,6
2613,34,P,3-5jt,6
2614,48,P,5-10jt,3
2615,47,P,5-10jt,6
2616,28,P,5-10jt,0
2617,39,P,1-3jt,2
2618,43,L,3-5jt,4
2619,27,P,3-5jt,6
2620,28,P,3-5jt,4
2621,54,L,3-5jt,5
2622,32,P,3-5jt,2
2623,47,P,3-5jt,6
2624,39,P,1-3jt,2
2625,57,P,1-3jt,3
2626,21,P,5-10jt,5
2627,20,L,5-10jt,5
2628,41,P,3-5jt,6
2629,45,L,5-10jt,2
2630,58,P,1-3jt,0
2631,21,L,5-10jt,0
2632,32,L,5-10jt,3
2633,42,P,3-5jt,3
2634,34,L,5-10jt,6
2635,58,L,5-10jt,4
2636,31,L,3-5jt,3
2637,42,L,1-3jt,5
2638,23,L,1-3jt,6
2639,33,L,5-10jt,0
2640,38,P,5-10jt,3
2641,58,L,1-3jt,4
2642,47,P,1-3jt,3
2643,60,L,1-3jt,6
2644,43,P,3-5jt,0
2645,34,P,5-10jt,5
2646,48,L,3-5jt,6
2647,18,L,1-3jt,5
2648,55,L,3-5jt,4
2649,29,L,5-10jt,2
2650,54,L,5-10jt,4
2651,52,P,1-3jt,0
2652,19,P,5-10jt,6
2653,25,P,5-10jt,1
2654,57,L,1-3jt,1
2655,48,L,1-3jt,6
2656,27,P,1-3jt,3
2657,34,P,5-10jt,6
2658,46,L,5-10jt,0
2659,49,P,1-3jt,0
2660,22,P,3-5jt,3
2661,33,P,3-5jt,6
2662,35,L,1-3jt,0
2663,32,P,5-10jt,5
2664,37,P,5-10jt,3
2665,47,P,5-10jt,5
2666,48,L,1-3jt,3
2667,37,P,5-10jt,2
2668,32,P,5-10jt,2
2669,35,L,1-3jt,2
2670,36,L,1-3jt,3
2671,35,L,3-5jt,2
2672,49,L,3-5jt,3
2673,30,P,5-10jt,1
2674,58,L,5-10jt,6
2675,31,P,1-3jt,2
2676,54,L,1-3jt,0
2677,20,P,5-10jt,1
2678,21,L,5-10jt,3
2679,33,P,3-5jt,4
2680,56,L,3-5jt,0
2681,51,L,5-10jt,2
2682,35,P,3-5jt,2
2683,48,P,5-10jt,5
2684,26,P,1-3jt,6
2685,54,L,3-5jt,0
2686,48,L,3-5jt,1
2687,31,L,3-5jt,2
2688,32,L,3-5jt,0
2689,51,L,1-3jt,2
2690,27,P,1-3jt,1
2691,26,L,5-10jt,6
2692,17,L,5-10jt,0
2693,32,L,5-10jt,3
2694,47,P,5-10jt,6
2695,43,L,1-3jt,1
2696,28,L,1-3jt,6
2697,28,P,1-3jt,5
2698,37,P,1-3jt,0
2699,48,P,1-3jt,6
2700,22,L,1-3jt,1
2701,28,P,3-5jt,5
2702,54,P,5-10jt,6
2703,56,L,5-10jt,3
2704,52,L,1-3jt,2
2705,60,P,1-3jt,5
2706,44,L,3-5jt,0
2707,47,L,3-5jt,1
2708,17,L,5-10jt,6
2709,27,P,1-3jt,1
2710,51,L,5-10jt,2
2711,37,L,5-10jt,0
2712,26,L,3-5jt,6
2713,30,L,1-3jt,0
2714,29,P,1-3jt,4
2715,20,L,1-3jt,4
2716,45,P,1-3jt,1
2717,25,P,5-10jt,0
2718,40,P,3-5jt,4
2719,48,L,1-3jt,1
2720,22,L,5-10jt,6
2721,49,L,3-5jt,5
2722,19,P,3-5jt,4
2723,52,L,3-5jt,4
2724,59,L,1-3jt,0
2725,30,L,5-10jt,0
2726,44,L,1-3jt,4
2727,40,P,1-3jt,0
2728,48,L,5-10jt,2
2729,56,L,1-3jt,6
2730,53,P,3-5jt,6
2731,54,L,5-10jt,1
2732,18,P,5-10jt,1
2733,58,P,3-5jt,5
2734,23,L,1-3jt,1
2735,31,L,3-5jt,2
2736,60,P,5-10jt,6
2737,58,L,1-3jt,2
2738,50,L,1-3jt,3
2739,52,P,5-10jt,5
2740,55,L,5-10jt,2
2741,46,P,5-10jt,3
2742,34,L,3-5jt,6
2743,40,L,3-5jt,5
2744,56,P,1-3jt,5
2745,46,P,1-3jt,4
2746,31,L,5-10jt,0
2747,17,P,5-10jt,3
2748,21,P,5-10jt,0
2749,19,L,3-5jt,1
2750,38,L,3-5jt,4
2751,50,L,5-10jt,0
2752,46,L,5-10jt,2
2753,47,P,1-3jt,6
2754,28,P,5-10jt,6
2755,28,L,1-3jt,3
2756,35,L,3-5jt,2
2757,25,P,3-5jt,0
2758,42,P,1-3jt,2
2759,31,P,1-3jt,0
2760,39,L,3-5jt,3
2761,47,P,3-5jt,5
2762,41,L,5-10jt,5
2763,17,P,3-5jt,4
2764,19,P,3-5jt,2
2765,35,L,1-3jt,2
2766,31,L,1-3jt,3
2767,50,P,5-10jt,6
2768,48,P,3-5jt,1
2769,48,P,1-3jt,3
2770,35,P,3-5jt,2
2771,22,L,5-10jt,0
2772,36,P,3-5jt,0
2773,25,P,3-5jt,1
2774,22,L,1-3jt,0
2775,53,L,5-10jt,3
2776,22,P,5-10jt,0
2777,30,L,3-5jt,5
2778,50,P,3-5jt,5
2779,60,P,3-5jt,3
2780,39,P,5-10jt,5
2781,27,L,3-5jt,0
2782,30,P,1-3jt,4
2783,22,P,3-5jt,3
2784,37,L,1-3jt,1
2785,57,L,3-5jt,1
2786,54,L,5-10jt,2
2787,50,P,1-3jt,6
2788,35,L,1-3jt,6
2789,39,L,1-3jt,3
2790,30,P,5-10jt,6
2791,52,P,3-5jt,1
2792,39,L,5-10jt,2
2793,45,L,1-3jt,4
2794,60,L,5-10jt,5
2795,43,P,1-3jt,4
2796,31,L,3-5jt,2
2797,30,P,1-3jt,1
2798,45,P,5-10jt,3
2799,21,P,1-3jt,6
2800,51,P,5-10jt,3
2801,49,P,1-3jt,4
2802,52,L,5-10jt,6
2803,36,P,3-5jt,1
2804,37,L,3-5jt,0
2805,54,L,1-3jt,2
2806,47,L,1-3jt,0
2807,56,L,5-10jt,5
2808,37,L,5-10jt,6
2809,41,L,1-3jt,3
2810,52,P,5-10jt,0
2811,30,L,5-10jt,5
2812,50,P,5-10jt,0
2813,54,L,1-3jt,2
2814,24,L,5-10jt,0
2815,39,L,5-10jt,4
2816,24,L,1-3jt,6
2817,33,P,3-5jt,1
2818,43,P,3-5jt,1
2819,58,P,5-10jt,1
2820,27,P,5-10jt,3
2821,41,L,5-10jt,4
2822,59,L,5-10jt,4
2823,60,P,1-3jt,5
2824,53,L,5-10jt,3
2825,25,L,3-5jt,3
2826,43,L,1-3jt,2
2827,32,P,5-10jt,4
2828,26,L,3-5jt,5
2829,58,L,5-10jt,2
2830,35,P,1-3jt,3
2831,54,L,1-3jt,2
2832,34,L,3-5jt,0
2833,39,L,3-5jt,1
2834,51,P,1-3jt,0
2835,35,L,3-5jt,1
2836,22,L,1-3jt,5
2837,34,L,5-10jt,2
2838,29,P,1-3jt,0
2839,21,L,5-10jt,0
2840,25,P,3-5jt,0
2841,39,P,3-5jt,6
2842,48,P,3-5jt,5
2843,36,L,5-10jt,1
2844,38,L,3-5jt,4
2845,26,P,3-5jt,0
2846,48,L,5-10jt,0
2847,26,P,5-10jt,1
2848,18,P,1-3jt,5
2849,27,P,1-3jt,1
2850,21,L,1-3jt,6
2851,54,P,5-10jt,1
2852,31,P,1-3jt,5
2853,57,P,1-3jt,1
2854,45,L,5-10jt,6
2855,60,L,1-3jt,3
2856,33,L,3-5jt,6
2857,39,L,1-3jt,4
2858,32,P,3-5jt,1
2859,34,P,1-3jt,1
2860,42,P,3-5jt,2
2861,29,L,3-5jt,2
2862,18,L,5-10jt,3
2863,42,P,5-10jt,6
2864,33,P,1-3jt,0
2865,33,L,1-3jt,6
2866,24,P,3-5jt,1
2867,40,P,5-10jt,4
2868,59,L,5-10jt,6
2869,31,L,5-10jt,0
2870,53,P,5-10jt,1
2871,51,P,5-10jt,6
2872,20,L,3-5jt,5
2873,36,P,3-5jt,1
2874,36,L,3-5jt,2
2875,36,L,3-5jt,6
2876,20,L,3-5jt,3
2877,31,P,5-10jt,0
2878,56,P,5-10jt,4
2879,34,P,3-5jt,2
2880,35,P,5-10jt,0
2881,45,L,3-5jt,1
2882,59,L,5-10jt,4
2883,40,P,3-5jt,0
2884,37,P,1-3jt,0
2885,51,L,3-5jt,2
2886,48,L,1-3jt,3
2887,30,P,1-3jt,5
2888,50,L,1-3jt,5
2889,57,P,5-10jt,3
2890,60,P,5-10jt,2
2891,52,P,3-5jt,1
2892,35,P,3-5jt,0
2893,35,P,1-3jt,2
2894,44,P,5-10jt,4
2895,19,L,3-5jt,0
2896,28,P,1-3jt,0
2897,50,L,1-3jt,1
2898,31,P,1-3jt,5
2899,48,L,3-5jt,4
2900,56,L,1-3jt,0
2901,26,P,5-10jt,0
2902,58,P,1-3jt,3
2903,48,P,5-10jt,0
2904,50,L,1-3jt,0
2905,58,L,5-10jt,3
2906,59,P,1-3jt,4
2907,57,P,3-5jt,3
2908,32,P,1-3jt,0
2909,19,L,1-3jt,1
2910,54,L,3-5jt,1
2911,30,P,3-5jt,1
2912,38,P,3-5jt,5
2913,30,P,5-10jt,3
2914,35,L,5-10jt,3
2915,59,P,3-5jt,5
2916,41,P,3-5jt,0
2917,57,P,3-5jt,0
2918,41,L,3-5jt,5
2919,60,L,5-10jt,1
2920,23,P,5-10jt,1
2921,34,P,1-3jt,6
2922,24,L,1-3jt,0
2923,52,P,3-5jt,1
2924,32,L,3-5jt,2
2925,47,L,3-5jt,4
2926,48,L,5-10jt,3
2927,50,P,1-3jt,3
2928,41,L,1-3jt,0
2929,35,L,3-5jt,1
2930,22,L,5-10jt,0
2931,48,L,3-5jt,2
2932,30,L,1-3jt,5
2933,37,P,5-10jt,2
2934,54,P,3-5jt,2
2935,38,P,5-10jt,0
2936,48,L,1-3jt,6
2937,21,P,5-10jt,0
2938,31,P,3-5jt,2
2939,28,L,3-5jt,1
2940,35,L,3-5jt,4
2941,60,P,5-10jt,4
2942,24,L,5-10jt,0
2943,34,P,5-10jt,3
2944,28,L,5-10jt,6
2945,26,L,1-3jt,4
2946,54,P,5-10jt,4
2947,24,P,5-10jt,3
2948,26,P,5-10jt,4
2949,27,L,3-5jt,0
2950,44,L,5-10jt,3
2951,53,L,5-10jt,1
2952,26,L,1-3jt,0
2953,42,L,3-5jt,5
2954,37,P,3-5jt,5
2955,38,L,1-3jt,2
2956,22,P,1-3jt,1
2957,49,P,3-5jt,5
2958,39,L,3-5jt,3
2959,27,L,1-3jt,5
2960,57,L,5-10jt,1
2961,34,L,3-5jt,3
2962,47,P,1-3jt,1
2963,42,P,5-10jt,6
2964,26,L,3-5jt,1
2965,37,P,1-3jt,0
2966,21,L,5-10jt,6
2967,55,P,1-3jt,2
2968,42,P,5-10jt,5
2969,35,P,3-5jt,6
2970,57,P,3-5jt,6
2971,29,P,3-5jt,4
2972,56,L,1-3jt,2
2973,60,P,1-3jt,0
2974,37,P,5-10jt,4
2975,49,P,5-10jt,0
2976,31,P,3-5jt,1
2977,40,L,5-10jt,3
2978,27,L,3-5jt,5
2979,57,P,3-5jt,4
2980,22,P,3-5jt,2
2981,54,L,3-5jt,5
2982,47,L,1-3jt,4
2983,48,P,3-5jt,1
2984,54,P,5-10jt,5
2985,29,L,3-5jt,6
2986,43,P,5-10jt,0
2987,20,L,5-10jt,6
2988,45,L,3-5jt,6
2989,21,P,5-10jt,5
2990,24,P,1-3jt,2
2991,22,P,1-3jt,3
2992,25,L,5-10jt,6
2993,47,P,5-10jt,3
2994,25,L,5-10jt,4
2995,36,L,1-3jt,4
2996,54,L,5-10jt,6
2997,31,L,5-10jt,0
2998,53,P,5-10jt,3
2999,45,L,3-5jt,4
3000,40,P,5-10jt,1
3001,27,L,5-10jt,3
3002,37,L,3-5jt,4
3003,31,L,5-10jt,3
3004,56,L,1-3jt,6
3005,37,L,1-3jt,2
3006,53,P,3-5jt,5
3007,59,L,5-10jt,6
3008,55,P,3-5jt,3
3009,33,P,1-3jt,4
3010,40,L,5-10jt,3
3011,36,L,3-5jt,5
3012,40,P,3-5jt,0
3013,37,L,5-10jt,5
3014,53,P,1-3jt,4
3015,54,P,1-3jt,6
3016,43,P,1-3jt,2
3017,28,P,1-3jt,6
3018,60,L,1-3jt,2
3019,47,P,5-10jt,0
3020,38,P,3-5jt,2
3021,35,P,3-5jt,3
3022,29,L,3-5jt,2
3023,53,P,3-5jt,6
3024,53,P,1-3jt,6
3025,49,P,5-10jt,4
3026,40,L,5-10jt,5
3027,25,L,1-3jt,4
3028,52,L,5-10jt,6
3029,27,P,1-3jt,5
3030,22,L,3-5jt,1
3031,29,P,1-3jt,3
3032,23,L,3-5jt,0
3033,55,P,3-5jt,5
3034,53,P,3-5jt,5
3035,38,P,1-3jt,2
3036,36,L,1-3jt,3
3037,20,P,5-10jt,6
3038,43,L,5-10jt,5
3039,19,L,5-10jt,0
3040,40,L,1-3jt,4
3041,39,L,1-3jt,1
3042,23,L,5-10jt,6
3043,55,P,1-3jt,1
3044,36,P,5-10jt,0
3045,35,P,1-3jt,0
3046,36,P,3-5jt,1
3047,49,P,3-5jt,2
3048,38,L,5-10jt,0
3049,51,L,3-5jt,0
3050,44,L,5-10jt,2
3051,31,L,5-10jt,5
3052,49,P,5-10jt,4
3053,26,P,5-10jt,3
3054,58,P,1-3jt,5
3055,25,L,3-5jt,5
3056,39,P,5-10jt,6
3057,45,L,3-5jt,3
3058,58,P,1-3jt,6
3059,29,P,5-10jt,1
3060,60,P,1-3jt,2
3061,20,P,1-3jt,3
3062,38,L,1-3jt,3
3063,42,P,5-10jt,6
3064,27,P,3-5jt,1
3065,31,P,5-10jt,5
3066,26,L,3-5jt,6
3067,59,P,1-3jt,4
3068,54,P,1-3jt,4
3069,19,P,1-3jt,6
3070,30,P,1-3jt,6
3071,47,P,1-3jt,1
3072,23,P,5-10jt,0
3073,45,P,3-5jt,2
3074,48,P,5-10jt,5
3075,44,P,5-10jt,3
3076,28,P,5-10jt,0
3077,23,P,5-10jt,4
3078,57,P,5-10jt,6
3079,18,L,3-5jt,5
3080,52,L,5-10jt,3
3081,36,P,3-5jt,0
3082,34,L,5-10jt,6
3083,57,L,5-10jt,1
3084,52,L,5-10jt,6
3085,35,L,5-10jt,2
3086,27,P,5-10jt,4
3087,25,L,5-10jt,6
3088,47,L,1-3jt,6
3089,39,L,3-5jt,3
3090,40,P,3-5jt,5
3091,25,P,5-10jt,4
3092,51,P,5-10jt,3
3093,25,L,1-3jt,2
3094,21,P,3-5jt,0
3095,30,L,1-3jt,3
3096,32,P,1-3jt,0
3097,53,P,5-10jt,5
3098,42,P,5-10jt,2
3099,20,P,1-3jt,3
3100,50,P,5-10jt,1
3101,40,P,5-10jt,5
3102,52,P,3-5jt,3
3103,19,L,1-3jt,0
3104,48,L,5-10jt,1
3105,19,P,3-5jt,6
3106,57,L,3-5jt,1
3107,19,L,3-5jt,1
3108,20,L,1-3jt,3
3109,32,P,3-5jt,3
3110,24,L,3-5jt,3
3111,44,L,5-10jt,4
3112,49,P,1-3jt,2
3113,55,P,1-3jt,0
3114,52,P,5-10jt,5
3115,27,P,1-3jt,0
3116,54,L,3-5jt,0
3117,35,P,3-5jt,0
3118,48,L,5-10jt,6
3119,59,L,1-3jt,5
3120,52,L,3-5jt,5
3121,49,L,5-10jt,1
3122,31,P,3-5jt,2
3123,19,P,5-10jt,3
3124,17,P,5-10jt,4
3125,49,L,1-3jt,0
3126,58,L,3-5jt,3
3127,49,P,5-10jt,0
3128,54,P,1-3jt,6
3129,57,P,3-5jt,3
3130,37,L,1-3jt,1
3131,31,P,1-3jt,3
3132,37,P,3-5jt,1
3133,47,P,1-3jt,1
3134,32,P,1-3jt,0
3135,42,L,5-10jt,4
3136,46,L,3-5jt,5
3137,36,L,5-10jt,5
3138,55,P,5-10jt,3
3139,34,L,1-3jt,5
3140,53,P,1-3jt,4
3141,21,L,5-10jt,4
3142,42,P,5-10jt,6
3143,45,L,3-5jt,5
3144,44,P,1-3jt,1
3145,23,L,1-3jt,2
3146,58,P,3-5jt,0
3147,39,P,3-5jt,4
3148,47,P,1-3jt,4
3149,48,L,3-5jt,6
3150,60,P,1-3jt,1
3151,30,L,5-10jt,0
3152,31,L,5-10jt,3
3153,59,L,3-5jt,1
3154,38,L,5-10jt,3
3155,21,P,1-3jt,5
3156,25,L,3-5jt,4
3157,50,P,1-3jt,1
3158,60,L,5-10jt,2
3159,35,P,5-10jt,1
3160,53,P,5-10jt,0
3161,20,L,3-5jt,2
3162,19,L,5-10jt,1
3163,31,L,5-10jt,3
3164,27,P,1-3jt,1
3165,45,L,3-5jt,0
3166,55,P,5-10jt,4
3167,39,P,5-10jt,4
3168,17,L,5-10jt,2
3169,25,P,3-5jt,6
3170,40,P,5-10jt,1
3171,49,P,5-10jt,4
3172,43,L,3-5jt,1
3173,46,P,5-10jt,2
3174,17,P,3-5jt,6
3175,40,L,5-10jt,6
3176,31,P,1-3jt,3
3177,41,P,3-5jt,3
3178,31,P,3-5jt,5
3179,19,P,1-3jt,0
3180,41,P,1-3jt,4
3181,47,L,5-10jt,3
3182,53,P,1-3jt,2
3183,54,P,3-5jt,1
3184,22,P,3-5jt,6
3185,32,L,3-5jt,6
3186,22,P,1-3jt,2
3187,45,P,1-3jt,5
3188,25,L,1-3jt,4
3189,54,L,3-5jt,5
3190,28,P,3-5jt,5
3191,46,P,1-3jt,6
3192,51,P,5-10jt,3
3193,57,L,3-5jt,1
3194,34,L,3-5jt,5
3195,48,L,3-5jt,3
3196,20,L,3-5jt,5
3197,58,P,5-10jt,4
3198,49,P,1-3jt,6
3199,53,P,5-10jt,0
3200,56,P,5-10jt,1
3201,31,L,5-10jt,1
3202,30,L,3-5jt,6
3203,34,P,3-5jt,4
3204,34,P,3-5jt,5
3205,57,P,5-10jt,6
3206,58,L,3-5jt,4
3207,56,L,1-3jt,6
3208,36,L,5-10jt,2
3209,47,P,3-5jt,5
3210,33,L,1-3jt,0
3211,51,P,3-5jt,4
3212,43,P,3-5jt,3
3213,24,L,5-10jt,5
3214,60,P,3-5jt,3
3215,31,L,5-10jt,4
3216,35,L,1-3jt,0
3217,37,P,3-5jt,3
3218,23,L,5-10jt,0
3219,37,L,1-3jt,5
3220,24,L,3-5jt,3
3221,17,P,3-5jt,0
3222,33,L,3-5jt,0
3223,50,P,3-5jt,4
3224,23,L,3-5jt,4
3225,17,P,1-3jt,2
3226,26,L,1-3jt,5
3227,51,L,5-10jt,4
3228,40,P,3-5jt,4
3229,55,L,3-5jt,1
3230,46,L,5-10jt,2
3231,39,L,1-3jt,2
3232,55,P,5-10jt,2
3233,20,L,3-5jt,6
3234,27,L,1-3jt,4
3235,31,L,5-10jt,0
3236,59,P,5-10jt,0
3237,38,P,1-3jt,4
3238,57,P,3-5jt,5
3239,39,L,1-3jt,6
3240,24,P,3-5jt,2
3241,48,L,1-3jt,1
3242,41,L,1-3jt,3
3243,43,L,1-3jt,1
3244,25,L,3-5jt,4
3245,18,L,1-3jt,1
3246,46,L,1-3jt,6
3247,29,L,5-10jt,2
3248,39,P,1-3jt,2
3249,55,L,1-3jt,4
3250,40,P,3-5jt,3
3251,52,L,1-3jt,0
3252,30,L,1-3jt,4
3253,48,P,3-5jt,2
3254,18,P,5-10jt,1
3255,52,P,3-5jt,1
3256,47,P,1-3jt,5
3257,60,L,1-3jt,2
3258,58,P,1-3jt,1
3259,38,P,3-5jt,4
3260,25,P,1-3jt,2
3261,57,P,3-5jt,0
3262,53,P,5-10jt,6
3263,17,L,3-5jt,1
3264,18,P,1-3jt,2
3265,32,P,3-5jt,6
3266,24,P,1-3jt,5
3267,26,L,5-10jt,5
3268,29,L,3-5jt,1
3269,48,P,3-5jt,5
3270,56,L,1-3jt,3
3271,33,L,1-3jt,4
3272,59,P,1-3jt,0
3273,41,P,3-5jt,5
3274,19,L,5-10jt,1
3275,58,P,1-3jt,6
3276,21,P,5-10jt,0
3277,25,L,5-10jt,4
3278,31,L,5-10jt,6
3279,54,P,1-3jt,2
3280,58,L,3-5jt,4
3281,28,L,5-10jt,1
3282,51,L,3-5jt,5
3283,21,P,3-5jt,0
3284,55,L,5-10jt,5
3285,34,P,5-10jt,0
3286,43,P,1-3jt,6
3287,35,P,3-5jt,4
3288,57,L,5-10jt,1
3289,19,L,3-5jt,2
3290,31,P,5-10jt,1
3291,53,L,5-10jt,0
3292,31,L,1-3jt,1
3293,49,L,5-10jt,6
3294,19,L,3-5jt,6
3295,38,L,3-5jt,0
3296,48,L,1-3jt,1
3297,59,P,3-5jt,4
3298,27,P,1-3jt,2
3299,26,P,1-3jt,6
3300,51,L,3-5jt,2
3301,35,P,3-5jt,1
3302,22,L,3-5jt,0
3303,24,P,3-5jt,2
3304,22,P,3-5jt,3
3305,21,L,3-5jt,6
3306,56,P,1-3jt,3
3307,25,L,1-3jt,5
3308,31,L,3-5jt,2
3309,45,L,5-10jt,1
3310,22,P,5-10jt,5
3311,43,L,3-5jt,6
3312,60,L,5-10jt,0
3313,33,L,5-10jt,0
3314,52,L,1-3jt,1
3315,43,L,3-5jt,4
3316,20,L,3-5jt,0
3317,45,P,5-10jt,1
3318,39,P,3-5jt,5
3319,25,L,5-10jt,0
3320,48,P,5-10jt,6
3321,27,P,1-3jt,1
3322,34,L,1-3jt,4
3323,51,P,5-10jt,3
3324,37,L,3-5jt,6
3325,18,L,3-5jt,6
3326,44,L,1-3jt,5
3327,55,L,3-5jt,0
3328,58,P,3-5jt,5
3329,54,P,1-3jt,3
3330,47,L,1-3jt,2
3331,29,P,5-10jt,5
3332,41,P,5-10jt,2
3333,19,L,5-10jt,6
3334,34,P,3-5jt,3
3335,57,P,3-5jt,3
3336,35,L,5-10jt,0
3337,46,P,1-3jt,5
3338,54,L,5-10jt,1
3339,42,P,5-10jt,2
3340,35,P,5-10jt,5
3341,33,P,5-10jt,3
3342,57,L,1-3jt,4
3343,56,P,5-10jt,0
3344,20,P,3-5jt,0
3345,54,L,5-10jt,4
3346,38,P,5-10jt,1
3347,51,L,1-3jt,4
3348,32,P,5-10jt,5
3349,46,P,3-5jt,1
3350,27,L,5-10jt,2
3351,48,P,3-5jt,3
3352,26,L,3-5jt,1
3353,53,P,3-5jt,0
3354,20,L,5-10jt,5
3355,48,L,1-3jt,2
3356,59,P,1-3jt,5
3357,29,L,1-3jt,3
3358,18,P,1-3jt,0
3359,24,P,3-5jt,5
3360,43,P,3-5jt,6
3361,44,P,3-5jt,1
3362,49,L,5-10jt,5
3363,31,L,5-10jt,5
3364,19,P,1-3jt,3
3365,24,L,5-10jt,1
3366,50,L,5-10jt,4
3367,28,L,1-3jt,3
3368,48,P,5-10jt,1
3369,51,L,5-10jt,5
3370,20,P,5-10jt,0
3371,36,L,5-10jt,4
3372,30,L,1-3jt,2
3373,34,P,5-10jt,0
3374,19,L,1-3jt,1
3375,51,P,1-3jt,6
3376,55,L,5-10jt,0
3377,33,P,1-3jt,3
3378,18,L,3-5jt,6
3379,43,P,3-5jt,4
3380,56,L,3-5jt,5
3381,33,L,3-5jt,6
3382,35,L,5-10jt,5
3383,22,L,3-5jt,2
3384,47,P,5-10jt,2
3385,49,L,3-5jt,2
3386,28,L,5-10jt,5
3387,48,L,3-5jt,4
3388,24,L,3-5jt,3
3389,55,L,3-5jt,3
3390,44,P,3-5jt,4
3391,60,L,1-3jt,3
3392,20,P,1-3jt,4
3393,32,L,3-5jt,3
3394,26,P,5-10jt,6
3395,45,L,3-5jt,4
3396,48,P,5-10jt,4
3397,20,P,5-10jt,3
3398,57,L,1-3jt,4
3399,58,L,3-5jt,4
3400,20,L,1-3jt,3
3401,49,L,5-10jt,5
3402,27,P,1-3jt,1
3403,48,L,3-5jt,3
3404,35,L,5-10jt,6
3405,33,L,3-5jt,0
3406,44,P,5-10jt,2
3407,17,P,5-10jt,4
3408,26,P,3-5jt,0
3409,29,P,1-3jt,4
3410,26,P,3-5jt,3
3411,48,P,3-5jt,5
3412,34,L,1-3jt,3
3413,21,L,1-3jt,6
3414,23,L,1-3jt,5
3415,39,L,3-5jt,4
3416,31,L,1-3jt,6
3417,27,L,1-3jt,6
3418,54,P,5-10jt,0
3419,43,L,3-5jt,0
3420,46,L,3-5jt,6
3421,31,P,1-3jt,0
3422,33,L,3-5jt,6
3423,52,P,3-5jt,1
3424,40,P,1-3jt,5
3425,28,L,3-5jt,0
3426,52,L,3-5jt,1
3427,58,L,5-10jt,0
3428,52,P,5-10jt,5
3429,47,L,1-3jt,1
3430,35,P,3-5jt,1
3431,60,P,5-10jt,1
3432,50,P,1-3jt,4
3433,36,L,1-3jt,3
3434,21,P,5-10jt,3
3435,43,P,5-10jt,2
3436,56,P,3-5jt,1
3437,26,L,3-5jt,0
3438,24,P,1-3jt,2
3439,41,P,3-5jt,0
3440,17,P,1-3jt,4
3441,45,P,5-10jt,2
3442,17,P,5-10jt,1
3443,51,P,3-5jt,1
3444,22,P,3-5jt,4
3445,47,P,5-10jt,3
3446,42,P,5-10jt,5
3447,49,L,1-3jt,0
3448,49,L,3-5jt,4
3449,50,P,1-3jt,0
3450,51,P,3-5jt,3
3451,39,L,5-10jt,6
3452,38,P,5-10jt,1
3453,46,L,5-10jt,4
3454,36,P,1-3jt,0
3455,21,P,1-3jt,6
3456,53,L,3-5jt,3
3457,40,P,1-3jt,6
3458,27,P,3-5jt,0
3459,22,P,3-5jt,2
3460,49,P,1-3jt,2
3461,22,P,5-10jt,6
3462,50,L,5-10jt,1
3463,50,P,1-3jt,6
3464,24,L,3-5jt,0
3465,22,P,5-10jt,5
3466,39,L,5-10jt,1
3467,21,P,3-5jt,1
3468,26,L,5-10jt,6
3469,29,P,5-10jt,0
3470,51,P,1-3jt,4
3471,19,L,3-5jt,0
3472,44,P,5-10jt,5
3473,21,L,1-3jt,2
3474,41,P,1-3jt,2
3475,36,L,1-3jt,6
3476,48,P,5-10jt,1
3477,42,P,5-10jt,4
3478,52,L,3-5jt,0
